"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"1204",1204,1,NA,1,32,1,14,72,1,91,2,1,2,3,46,2,529,4,1,2,100,4,1,1,8,2
"1205",1205,0,NA,1,38,1,13,73,1,1,2,1,2,9,12,1,200,3,5,1,1,1,2,3,2,1
"1206",1206,0,NA,2,21,3,15,74,1,97,2,2,2,3,18,2,109,12,1,2,1,1,1,3,8,1
"1207",1207,1,NA,1,19,3,13,295,1,1,2,1,1,3,32,2,133,1,4,1,707,3,2,2,9,2
"1208",1208,0,NA,3,28,4,11,1021,2,1,1,2,2,2,32,1,480,5,1,1,1,1,1,1,2,1
"1209",1209,1,NA,2,23,3,10,1789,2,1387,1,1,4,4,44,2,1333,1,1,1,758,3,2,1,18,2
"1210",1210,1,NA,1,26,1,11,1424,1,1,1,2,1,2,39,1,524,1,1,1,473,4,1,1,12,2
"1211",1211,0,NA,1,18,1,13,1221,1,819,2,1,1,7,3,2,503,9,5,1,1,1,1,1,2,2
"1212",1212,1,NA,1,35,1,16,924,1,497,2,2,1,8,4,2,180,2,3,1,146,3,1,8,10,2
"1213",1213,1,NA,1,22,3,13,1121,2,1,1,2,3,1,33,1,1190,7,2,2,314,3,1,7,15,2
"1214",1214,0,NA,1,29,1,8,570,1,352,1,2,1,2,5,1,362,8,1,2,1,1,1,3,8,1
"1215",1215,0,NA,1,23,1,12,1582,1,1265,1,1,1,2,19,1,1295,3,4,1,1,1,1,7,2,1
"1216",1216,0,NA,1,22,1,12,1353,1,972,2,2,1,2,14,1,77,1,1,1,1,1,1,2,10,1
"1217",1217,1,NA,1,24,3,17,516,1,349,2,1,2,3,38,2,651,5,4,1,372,2,1,8,2,2
"1218",1218,1,NA,1,33,1,15,1227,1,875,2,1,2,3,60,2,1,5,4,1,1,1,1,1,4,2
"1219",1219,0,NA,1,19,4,13,177,2,262,1,1,2,5,57,2,914,3,5,1,1,1,1,1,7,1
"1220",1220,0,NA,1,36,1,8,498,1,466,2,1,2,8,1,2,341,14,5,1,1,1,1,2,10,2
"1221",1221,0,NA,1,39,1,10,1067,1,941,2,1,3,6,20,2,938,21,5,1,1,1,1,1,18,2
"1222",1222,1,NA,1,29,1,9,810,1,499,2,1,2,2,26,2,202,1,5,1,1,1,1,1,2,2
"1223",1223,1,NA,1,3,1,11,567,1,1,1,1,1,8,60,2,753,8,5,2,757,2,2,11,11,2
"1224",1224,1,NA,2,22,2,1,1,1,16,2,2,2,5,15,2,1010,1,1,2,160,2,1,3,2,2
"1225",1225,1,NA,1,21,1,11,291,1,1,1,1,2,3,25,2,416,1,5,1,1,1,2,2,2,2
"1226",1226,0,NA,1,41,1,16,24,1,196,2,1,2,5,56,2,833,1,1,1,1,1,1,2,2,1
"1227",1227,0,NA,1,38,1,13,1011,1,830,2,1,1,2,21,1,539,6,5,1,1,1,1,3,15,1
"1228",1228,1,NA,1,34,1,8,1101,1,1038,2,2,1,7,67,2,860,9,6,1,1,1,1,3,9,2
"1229",1229,1,NA,1,21,1,10,494,1,1,1,2,2,2,43,1,375,1,3,1,1,1,2,3,2,1
"1230",1230,1,NA,1,12,3,12,738,2,666,1,1,2,2,22,1,762,8,1,1,394,4,1,7,2,2
"1231",1231,0,NA,1,26,3,10,1727,1,1342,2,2,1,8,16,2,993,2,6,2,298,2,1,4,6,2
"1232",1232,1,NA,1,31,1,1,1,1,223,2,1,2,5,26,2,118,3,5,1,1,1,1,1,10,2
"1233",1233,1,NA,1,27,1,13,60,1,19,1,1,2,5,29,2,9,8,5,1,1,1,1,3,2,2
"1234",1234,1,NA,1,30,1,13,1452,1,1,1,2,3,8,47,1,447,9,3,2,703,2,2,7,13,2
"1235",1235,0,NA,1,33,1,12,1650,1,1,1,2,4,4,1,2,1282,9,1,2,1,1,1,2,12,2
"1236",1236,0,NA,1,22,1,13,677,1,789,2,1,1,3,22,2,1284,5,1,1,1,1,1,4,11,1
"1237",1237,0,NA,1,32,1,7,1750,1,1341,2,1,4,4,4,2,1094,5,1,1,1,1,1,4,16,2
"1238",1238,1,NA,1,2,1,7,45,1,1,1,1,2,3,22,2,441,5,4,2,96,3,1,8,2,2
"1239",1239,0,NA,1,28,2,9,731,2,714,1,1,1,5,19,2,1200,19,3,1,1,1,1,3,10,2
"1240",1240,0,NA,1,21,3,11,278,1,92,2,1,2,5,75,2,350,9,5,1,1,1,1,1,2,1
"1241",1241,1,NA,1,39,1,13,321,1,218,2,1,1,5,38,2,878,5,5,1,781,4,2,1,2,2
"1242",1242,0,NA,1,42,1,10,374,1,367,2,1,1,5,2,2,1273,5,3,1,1,1,1,2,2,1
"1243",1243,0,NA,1,14,1,12,1306,1,1,1,2,3,8,28,2,638,1,1,1,1,1,1,1,19,1
"1244",1244,1,NA,1,34,1,12,1385,1,1103,2,1,3,6,27,2,135,1,5,1,54,4,1,2,13,2
"1245",1245,1,NA,1,23,3,15,1677,1,1273,2,2,2,7,12,2,87,3,3,2,404,2,1,9,7,2
"1246",1246,1,NA,1,32,1,12,581,1,696,1,1,2,2,30,1,723,9,5,1,359,2,1,12,8,2
"1247",1247,1,NA,1,33,1,13,684,1,1,1,1,2,2,29,1,1194,5,1,1,1,1,1,5,14,2
"1248",1248,0,NA,1,22,1,15,1376,1,936,2,2,1,8,25,2,625,1,1,2,1,1,1,1,2,1
"1249",1249,0,NA,1,38,1,10,1735,1,1347,2,1,4,4,8,2,798,6,5,1,1,1,1,3,21,2
"1250",1250,0,NA,1,31,1,14,574,1,775,2,2,2,3,71,2,334,1,3,2,1,1,1,2,2,1
"1251",1251,1,NA,1,41,1,9,1148,1,857,2,2,3,6,30,2,944,5,6,2,655,3,1,3,19,2
"1252",1252,1,NA,3,40,4,15,1483,2,1261,1,1,3,6,35,2,167,3,5,1,1,1,2,5,16,2
"1253",1253,0,NA,1,32,1,14,1536,1,1078,2,1,4,4,30,2,1285,10,3,1,1,1,1,1,15,2
"1254",1254,1,NA,1,15,4,12,988,1,577,2,2,3,1,14,1,1131,1,2,1,112,3,1,5,15,2
"1255",1255,1,NA,1,37,1,13,559,1,468,1,1,1,5,23,2,365,5,4,1,1,1,1,1,2,2
"1256",1256,0,NA,1,14,5,13,142,2,1,1,1,2,3,20,2,654,5,5,1,1,1,1,2,2,1
"1257",1257,1,NA,1,32,1,11,637,1,404,1,1,2,2,44,2,364,9,5,1,791,4,2,9,11,2
"1258",1258,0,NA,1,35,1,13,1781,1,1376,2,2,4,7,30,2,766,9,6,2,1,1,1,4,18,2
"1259",1259,1,NA,1,25,1,9,818,1,484,2,2,2,2,34,1,1053,5,2,2,463,3,1,4,2,2
"1260",1260,1,NA,1,14,5,15,747,1,258,2,1,2,3,37,2,1180,6,5,1,1,1,1,1,2,2
"1261",1261,1,NA,1,13,2,11,1012,2,812,1,1,2,7,32,2,767,8,1,1,332,3,1,7,10,2
"1262",1262,1,NA,1,36,1,13,1759,1,1,1,1,4,1,23,1,1346,5,3,1,207,3,1,4,16,2
"1263",1263,0,NA,1,36,1,12,1551,1,1170,2,2,3,7,16,2,1056,5,1,1,1,1,1,5,17,2
"1264",1264,1,NA,1,10,4,10,665,2,1,1,2,2,2,35,1,28,1,1,2,383,4,1,3,2,2
"1265",1265,1,NA,1,35,1,8,1562,1,1078,2,2,3,7,11,1,739,9,6,1,1,1,1,4,2,2
"1266",1266,1,NA,1,34,1,16,904,1,594,2,1,2,2,22,1,479,5,3,1,1,1,1,2,7,2
"1267",1267,1,NA,1,18,3,11,1320,1,888,2,1,3,1,53,1,1262,1,3,1,456,4,1,5,17,2
"1268",1268,0,NA,2,21,3,16,606,1,609,2,1,1,3,1,2,291,3,4,1,1,1,1,1,15,1
"1269",1269,1,NA,1,18,3,15,1031,1,879,2,1,1,2,7,1,651,12,5,1,690,3,2,6,12,2
"1270",1270,0,NA,1,29,1,11,1642,1,1194,1,2,3,6,17,2,629,3,1,2,1,1,1,5,12,2
"1271",1271,1,NA,1,28,1,9,583,1,142,2,2,2,2,27,2,10,1,1,2,1,1,1,6,10,2
"1272",1272,1,NA,1,35,1,13,1554,1,1204,1,2,2,7,26,1,821,9,6,2,504,4,1,4,2,2
"1273",1273,1,NA,1,30,1,1,1,1,68,1,2,4,5,48,2,114,5,3,1,1,1,1,1,21,2
"1274",1274,1,NA,1,38,1,14,1109,1,1,1,2,1,8,4,1,1109,1,2,2,1,1,1,2,12,2
"1275",1275,0,NA,1,31,1,15,1232,1,762,2,2,3,6,48,2,871,9,1,1,323,3,1,4,15,2
"1276",1276,0,NA,1,29,1,1,1,1,354,1,1,1,5,33,2,1134,1,3,1,1,1,1,1,5,1
"1277",1277,1,NA,1,24,3,12,393,2,1,1,2,1,8,1,1,1313,20,2,1,447,6,1,3,15,2
"1278",1278,1,NA,1,30,1,12,1616,1,1290,1,2,1,8,11,1,858,8,6,2,1,1,1,1,6,2
"1279",1279,1,NA,1,29,1,9,398,1,429,1,2,2,2,24,2,41,3,1,2,1,1,1,2,2,2
"1280",1280,0,NA,2,31,1,14,129,1,138,2,2,2,3,25,2,639,5,1,1,510,4,1,9,10,1
"1281",1281,1,NA,1,28,2,10,286,1,155,2,1,2,3,63,2,869,5,5,1,535,4,2,3,2,2
"1282",1282,1,NA,1,31,1,14,1785,1,1369,1,2,4,7,27,1,1141,5,2,1,666,2,2,4,7,2
"1283",1283,1,NA,2,38,2,18,1278,1,986,2,2,2,8,27,2,516,3,1,1,710,3,1,7,2,2
"1284",1284,1,NA,1,39,1,12,1638,1,1,1,1,1,8,42,2,1029,3,5,1,798,3,2,1,14,2
"1285",1285,1,NA,2,25,4,13,1485,2,1,1,1,3,1,29,1,852,5,3,1,1,1,1,1,9,2
"1286",1286,0,NA,1,18,2,13,429,2,257,1,1,2,3,43,2,605,1,5,1,1,1,2,1,8,1
"1287",1287,1,NA,1,18,3,8,791,1,620,2,1,2,2,42,1,641,5,5,1,788,2,2,1,5,2
"1288",1288,1,NA,1,40,1,7,1238,1,923,2,2,2,2,1,1,301,5,3,2,1,1,1,3,12,2
"1289",1289,0,NA,1,36,1,12,878,1,1,1,2,2,2,8,2,1,5,1,2,1,1,1,1,8,2
"1290",1290,1,NA,1,26,1,13,1565,1,1,1,1,1,8,21,2,747,3,5,1,1,1,1,1,2,2
"1291",1291,1,NA,2,25,5,16,86,1,1,2,1,2,9,33,2,854,7,4,1,554,4,1,8,2,2
"1292",1292,1,NA,1,29,1,16,239,1,132,2,2,2,3,17,2,108,1,3,1,1,1,1,3,2,2
"1293",1293,0,NA,1,36,1,12,750,1,694,1,2,3,8,32,2,1157,12,1,2,1,1,1,1,2,1
"1294",1294,1,NA,1,18,1,6,183,1,1,1,2,2,3,32,2,656,3,1,2,1,1,2,1,2,2
"1295",1295,1,NA,1,41,1,9,563,1,142,2,2,1,2,52,1,402,3,1,2,643,4,1,3,6,2
"1296",1296,0,NA,1,42,1,15,1520,1,1220,2,2,1,8,6,1,1404,14,2,2,360,3,1,5,14,2
"1297",1297,1,NA,1,27,3,15,160,1,274,2,1,2,3,43,2,190,5,5,1,1,1,1,1,6,2
"1298",1298,1,NA,1,24,1,9,1055,1,1,1,2,1,8,35,2,1106,1,1,2,369,3,1,3,6,2
"1299",1299,1,NA,1,37,1,7,879,1,1,1,2,1,8,41,1,318,1,3,2,440,2,1,5,9,2
"1300",1300,1,NA,1,30,1,13,1707,1,1,1,2,3,8,36,1,977,5,6,1,1,1,1,3,21,2
"1301",1301,0,NA,1,31,1,10,837,1,408,2,2,2,2,33,1,440,1,3,1,1,1,1,1,2,1
"1302",1302,0,NA,2,24,3,14,68,1,1,2,1,2,9,53,2,87,6,4,1,1,1,1,1,2,1
"1303",1303,0,NA,1,27,1,13,574,1,854,1,2,2,3,35,2,466,1,3,2,1,1,1,3,2,1
"1304",1304,1,NA,1,39,1,10,1639,1,1295,2,2,4,7,12,1,1201,1,2,1,1,1,2,3,15,2
"1305",1305,0,NA,1,39,1,11,1768,1,1371,1,2,4,4,21,2,1379,8,1,2,1,1,1,2,22,2
"1306",1306,0,NA,1,44,1,12,1248,1,1049,1,1,3,7,28,2,721,8,4,1,1,1,1,1,16,2
"1307",1307,1,NA,1,25,3,16,1708,2,1,1,1,4,1,51,1,954,1,3,1,1,1,1,5,25,2
"1308",1308,1,NA,1,30,1,12,861,1,721,1,1,1,2,34,1,441,12,4,1,619,3,1,3,11,2
"1309",1309,0,NA,1,30,1,12,1548,1,1111,2,2,3,6,34,2,506,9,1,2,1,1,1,2,14,2
"1310",1310,1,NA,1,21,1,10,108,1,1,1,1,2,9,49,1,71,6,4,1,1,1,1,3,2,2
"1311",1311,1,NA,1,2,1,6,31,1,36,2,1,2,7,45,2,36,2,5,1,362,4,1,9,6,2
"1312",1312,0,NA,1,23,4,15,11,2,1,1,1,2,5,83,2,93,3,5,1,1,1,1,1,7,1
"1313",1313,1,NA,2,22,4,14,1127,2,1,1,1,2,2,39,1,375,5,3,1,136,3,1,6,2,2
"1314",1314,0,NA,1,11,1,7,96,1,193,1,2,2,3,48,1,249,3,3,1,1,1,1,5,2,1
"1315",1315,0,NA,1,26,1,13,788,1,376,2,2,2,2,20,1,1305,3,2,2,1,1,1,3,7,1
"1316",1316,0,NA,1,35,1,15,428,1,418,2,2,1,7,29,2,947,5,1,2,1,1,1,1,13,2
"1317",1317,1,NA,1,37,1,15,1736,1,1327,2,1,4,6,44,2,1,3,5,1,652,2,1,3,22,2
"1318",1318,0,NA,1,33,1,9,24,1,1,1,1,1,5,43,2,809,3,6,2,1,1,1,1,8,1
"1319",1319,0,NA,1,33,1,14,1516,1,1117,2,1,4,4,41,2,783,5,5,1,1,1,1,1,16,2
"1320",1320,1,NA,1,34,1,14,1136,1,1,1,1,2,2,32,1,414,3,5,1,1,1,2,5,2,2
"1321",1321,0,NA,1,19,4,13,699,1,485,2,1,2,8,5,2,734,2,5,1,1,1,1,1,6,2
"1322",1322,1,NA,1,38,1,14,1242,1,993,2,2,1,2,29,1,405,2,3,2,610,3,1,7,4,2
"1323",1323,1,NA,1,28,2,1,1,2,1,1,1,2,9,40,2,1,3,4,1,1,1,1,2,8,2
"1324",1324,0,NA,1,28,4,13,1709,1,1355,2,2,1,7,39,2,897,2,1,2,1,1,1,1,8,2
"1325",1325,0,NA,1,40,3,16,137,1,51,2,1,2,5,39,2,1181,9,4,1,1,1,2,1,2,1
"1326",1326,1,NA,1,26,1,9,1738,1,1,1,2,3,1,48,1,964,1,6,2,337,4,1,3,14,2
"1327",1327,1,NA,1,38,1,15,1549,1,1248,2,1,4,1,17,1,1129,5,6,1,1,1,1,1,8,2
"1328",1328,1,NA,3,28,3,13,78,1,116,2,1,2,3,24,2,152,8,5,1,1,1,1,1,7,2
"1329",1329,0,NA,1,37,1,13,1798,1,1395,1,1,4,4,42,2,1329,12,1,1,1,1,1,1,16,2
"1330",1330,0,NA,1,39,1,1,1,1,1,2,1,2,9,1,2,162,3,5,1,1,1,1,3,8,2
"1331",1331,0,NA,1,21,1,11,1683,1,1258,2,2,1,7,29,1,1237,3,2,2,1,1,1,3,13,2
"1332",1332,0,NA,1,15,3,14,1135,1,861,2,1,1,8,25,2,318,16,5,1,179,3,1,2,14,2
"1333",1333,0,NA,1,31,2,4,1251,1,934,2,1,1,7,12,2,601,1,5,1,1,1,1,3,2,2
"1334",1334,0,NA,1,29,1,13,521,1,299,2,2,2,2,17,2,547,9,1,1,1,1,1,1,2,2
"1335",1335,1,NA,1,26,1,10,839,1,1,1,1,1,8,1,2,210,2,5,1,287,2,1,6,13,2
"1336",1336,1,NA,1,24,2,15,62,1,214,2,1,1,5,33,2,20,6,4,1,1,1,1,3,12,2
"1337",1337,0,NA,1,32,1,13,697,1,473,2,1,1,3,10,2,367,1,5,1,1,1,1,1,8,2
"1338",1338,0,NA,1,27,1,15,1657,1,1237,2,1,3,7,27,2,696,3,1,1,1,1,1,1,19,2
"1339",1339,1,NA,1,33,1,14,726,1,820,2,1,1,2,22,1,114,1,5,1,1,1,1,1,2,2
"1340",1340,1,NA,1,30,1,12,1091,1,927,2,1,3,6,54,2,832,3,4,1,192,3,1,1,11,2
"1341",1341,0,NA,1,40,1,13,1417,1,1,1,1,1,8,16,2,854,12,1,1,331,2,1,5,14,2
"1342",1342,1,NA,1,31,1,7,126,1,1,1,1,2,3,23,2,197,6,5,1,30,2,1,4,2,2
"1343",1343,0,NA,1,22,3,14,1774,1,1370,2,2,4,4,42,2,1355,1,1,2,1,1,1,1,18,2
"1344",1344,1,NA,1,37,1,13,708,1,1,1,2,1,7,38,2,429,2,3,2,1,1,1,1,7,2
"1345",1345,1,NA,1,26,1,1,1,1,52,2,2,2,9,32,1,1126,1,2,1,43,2,1,9,7,2
"1346",1346,0,NA,1,34,1,10,1403,1,1147,2,1,4,7,28,2,1055,8,3,1,1,1,1,1,18,2
"1347",1347,0,NA,1,21,1,8,1571,1,1293,1,2,1,8,15,1,1169,1,2,2,1,1,1,1,15,2
"1348",1348,1,NA,1,23,1,11,1351,1,970,1,2,1,2,17,1,83,1,3,2,1,1,1,3,8,2
"1349",1349,0,NA,1,40,3,17,1305,1,1048,2,1,3,7,4,2,684,8,5,1,1,1,1,1,16,2
"1350",1350,1,NA,1,28,1,14,1464,1,119,1,1,3,6,34,2,717,1,4,1,1,1,1,1,22,2
"1351",1351,1,NA,1,36,1,14,1079,1,904,2,2,1,2,27,1,563,5,1,1,715,2,1,2,13,2
"1352",1352,1,NA,1,22,3,18,270,1,292,2,1,2,2,23,1,290,3,4,1,315,3,1,1,2,2
"1353",1353,1,NA,1,28,1,13,542,1,283,2,1,1,7,28,2,206,3,4,1,826,2,2,1,13,2
"1354",1354,1,NA,1,40,1,15,1535,1,1251,2,2,3,7,24,1,1093,2,2,1,697,2,2,6,16,2
"1355",1355,0,NA,1,24,3,13,2,1,11,2,2,1,9,15,1,88,1,3,2,1,1,1,1,15,1
"1356",1356,0,NA,1,17,2,13,979,1,693,2,1,1,8,33,2,398,16,5,1,1,1,1,1,8,1
"1357",1357,0,NA,1,30,1,13,1252,1,1,1,2,3,6,30,2,555,10,1,1,1,1,1,4,13,2
"1358",1358,1,NA,1,27,1,9,344,1,1,1,1,2,3,32,2,1006,5,1,1,786,3,2,3,2,2
"1359",1359,0,NA,1,23,1,12,1598,1,1217,2,2,1,7,24,1,1149,6,2,1,1,1,1,3,16,2
"1360",1360,1,NA,1,32,1,11,1595,1,1243,1,2,3,1,28,1,1109,1,2,1,1,1,1,1,2,2
"1361",1361,0,NA,1,33,1,14,842,1,701,2,2,1,2,33,1,1019,12,1,1,1,1,1,1,8,1
"1362",1362,0,NA,1,36,2,7,1302,1,1032,2,2,3,7,44,2,663,7,1,1,1,1,1,2,16,2
"1363",1363,1,NA,1,17,2,13,501,2,378,1,1,1,2,34,1,1064,1,5,1,1,1,1,4,12,2
"1364",1364,0,NA,1,27,1,12,1758,1,1344,1,1,3,6,39,2,1094,3,3,1,1,1,1,1,16,2
"1365",1365,0,NA,1,29,1,14,1639,1,1291,1,1,4,7,39,2,933,1,1,1,1,1,1,1,8,2
"1366",1366,1,NA,1,33,1,14,889,1,815,2,2,3,7,23,1,1138,1,2,1,51,4,1,4,12,2
"1367",1367,1,NA,1,38,1,13,550,1,1,1,2,2,5,34,2,756,1,1,1,809,4,2,5,2,2
"1368",1368,1,NA,2,21,4,16,216,1,234,2,1,2,5,52,2,71,2,4,1,799,2,2,1,2,2
"1369",1369,1,NA,1,20,4,18,1361,1,726,2,2,3,1,18,1,1224,1,2,1,115,4,1,4,14,2
"1370",1370,1,NA,2,23,3,12,1294,2,1000,1,1,3,6,51,2,867,12,5,1,154,3,1,6,16,2
"1371",1371,1,NA,2,23,4,15,802,2,537,1,2,1,2,11,1,268,1,3,1,1,1,2,1,7,1
"1372",1372,0,NA,1,41,1,12,1791,1,1390,1,2,4,4,37,2,574,6,1,2,279,3,1,2,12,2
"1373",1373,0,NA,1,37,1,6,1236,1,991,2,1,1,7,3,2,632,3,1,1,1,1,1,3,2,2
"1374",1374,0,NA,2,46,2,12,855,1,864,2,2,1,8,32,2,463,3,4,2,1,1,1,1,13,2
"1375",1375,1,NA,1,13,3,13,1455,2,989,1,2,2,7,33,2,899,2,6,1,489,2,1,1,2,2
"1376",1376,1,NA,1,31,1,13,1029,1,1089,2,2,1,2,14,1,114,3,3,2,420,2,1,7,12,2
"1377",1377,1,NA,1,34,1,13,1468,1,1210,2,2,1,2,49,1,750,6,6,1,185,3,1,4,11,2
"1378",1378,1,NA,1,10,1,9,665,1,1,1,1,2,2,31,2,1098,5,1,1,147,2,1,7,5,2
"1379",1379,0,NA,1,36,1,17,1509,1,1218,2,2,4,4,44,2,1268,1,1,2,1,1,1,2,16,2
"1380",1380,1,NA,1,26,3,14,1724,2,1,1,1,3,6,1,2,990,1,5,1,1,1,1,3,16,2
"1381",1381,1,NA,1,31,1,13,1009,1,1,1,1,2,2,3,1,1111,3,1,1,546,3,1,10,2,2
"1382",1382,1,NA,1,30,1,11,844,1,1,1,1,2,2,51,1,683,3,4,1,8,2,1,1,2,2
"1383",1383,1,NA,1,33,1,7,147,1,1,2,2,2,9,16,1,212,1,1,2,399,3,1,4,9,2
"1384",1384,0,NA,1,32,1,16,470,1,483,2,1,2,3,33,2,319,8,5,1,1,1,1,1,16,1
"1385",1385,1,NA,3,29,1,10,1077,1,887,2,2,3,6,36,2,206,12,5,1,78,2,1,4,2,2
"1386",1386,0,NA,1,47,1,18,1568,1,1300,2,1,4,7,45,2,703,16,4,1,1,1,1,1,16,2
"1387",1387,0,NA,1,28,1,12,1362,1,1011,1,2,1,7,27,2,104,10,3,2,1,1,1,1,2,2
"1388",1388,0,NA,1,27,4,14,1588,1,1149,2,1,3,6,21,2,666,9,5,1,1,1,1,1,16,2
"1389",1389,0,NA,1,39,1,14,1793,1,1386,2,1,4,7,33,2,1276,1,3,1,1,1,1,2,14,2
"1390",1390,1,NA,1,19,1,7,227,1,1,2,1,2,9,53,2,77,2,5,1,1,1,1,2,7,2
"1391",1391,1,NA,2,29,1,11,235,1,1,1,2,2,3,37,2,104,1,5,1,460,3,1,2,8,2
"1392",1392,1,NA,1,19,1,1,1,1,1,1,1,1,9,34,1,716,3,1,1,196,4,1,3,12,2
"1393",1393,0,NA,1,29,1,5,706,1,637,1,1,2,3,45,2,108,12,5,1,1,1,1,2,2,1
"1394",1394,1,NA,2,22,3,16,47,1,39,2,1,1,5,45,2,102,1,4,1,438,2,1,1,8,2
"1395",1395,0,NA,1,19,3,10,112,1,1,2,1,2,9,27,1,670,1,5,1,1,1,1,2,2,1
"1396",1396,0,NA,1,30,1,12,1713,1,1339,2,1,4,6,37,2,1083,8,4,1,1,1,1,4,13,2
"1397",1397,0,NA,1,39,1,15,118,1,84,1,2,3,6,30,2,1155,1,1,2,271,3,1,1,14,2
"1398",1398,1,NA,1,31,1,10,681,1,684,2,2,2,2,21,1,377,5,3,2,339,3,1,5,2,2
"1399",1399,1,NA,1,23,4,16,715,2,1,1,1,1,2,21,1,1018,9,1,1,352,3,1,2,6,2
"1400",1400,1,NA,3,20,3,11,446,1,1,2,2,1,9,1,1,470,3,1,1,1,1,1,1,12,2
"1401",1401,1,NA,1,38,1,11,1698,1,1,1,2,3,8,59,2,451,5,3,2,1,1,1,3,14,2
"1402",1402,0,NA,1,34,1,12,1653,1,1292,2,2,1,8,37,1,1322,3,2,2,1,1,1,2,15,2
"1403",1403,1,NA,1,23,1,12,1068,1,1,1,1,2,2,12,1,468,6,5,1,71,4,1,8,2,2
"1404",1404,1,NA,1,30,1,1,1,1,1,1,2,3,5,47,2,114,5,3,1,765,2,2,1,11,2
"1405",1405,1,NA,1,9,5,1,1,1,1,2,2,2,9,12,2,44,1,1,2,477,3,1,5,9,2
"1406",1406,1,NA,1,20,3,5,184,1,238,2,2,2,2,36,2,1065,5,1,2,103,3,1,8,5,2
"1407",1407,1,NA,1,25,4,17,1547,2,1281,1,1,4,4,28,2,756,2,1,1,1,1,1,2,15,2
"1408",1408,1,NA,1,40,1,12,128,1,145,2,1,1,5,28,2,243,11,5,1,88,2,1,4,10,2
"1409",1409,0,NA,1,23,4,15,131,1,201,2,1,4,7,37,2,751,16,4,1,1,1,1,1,22,2
"1410",1410,1,NA,1,19,1,11,557,1,1,1,2,2,2,20,1,75,3,3,2,1,1,1,5,2,2
"1411",1411,0,NA,1,38,1,12,1510,1,1279,2,1,1,2,13,1,805,12,5,1,1,1,1,1,9,2
"1412",1412,1,NA,1,29,1,12,513,1,1,1,2,2,3,4,2,527,6,1,1,1,1,1,5,8,2
"1413",1413,0,NA,1,32,1,15,694,1,434,2,1,2,3,25,2,960,1,4,1,1,1,1,1,2,1
"1414",1414,1,NA,1,29,1,15,572,1,529,2,1,4,1,16,1,1399,6,6,1,1,1,1,2,2,2
"1415",1415,0,NA,1,42,1,16,621,1,951,2,2,2,3,7,2,724,9,6,1,1,1,1,2,2,1
"1416",1416,0,NA,1,24,1,12,353,1,519,2,2,2,2,35,2,228,5,3,1,1,1,1,1,8,1
"1417",1417,0,NA,1,33,1,16,1359,1,1014,2,1,1,8,29,2,872,3,5,1,1,1,1,2,14,2
"1418",1418,0,NA,1,33,1,11,1064,1,924,2,2,2,2,53,1,533,5,1,1,1,1,1,1,10,1
"1419",1419,1,NA,1,13,2,12,540,2,1,1,1,2,5,67,2,267,9,1,1,1,1,1,1,11,2
"1420",1420,0,NA,1,50,1,13,893,1,947,2,2,3,6,43,2,1178,1,1,2,1,1,1,1,21,2
"1421",1421,0,NA,1,31,1,13,441,1,514,2,1,2,5,34,2,1014,1,1,1,1,1,1,2,6,1
"1422",1422,1,NA,2,31,2,12,743,2,1,1,1,2,2,36,2,413,6,4,1,135,3,1,8,2,2
"1423",1423,1,NA,1,18,3,11,1126,1,643,2,2,2,2,42,1,68,1,1,1,378,3,1,4,11,2
"1424",1424,0,NA,1,22,1,6,337,1,341,2,2,2,3,65,2,1008,6,1,1,108,4,1,10,2,1
"1425",1425,1,NA,1,42,1,17,709,1,543,2,1,1,2,14,1,679,1,1,1,760,2,2,5,2,2
"1426",1426,1,NA,1,23,2,8,488,2,1,1,2,2,2,47,1,261,5,3,1,334,2,1,8,2,2
"1427",1427,0,NA,1,23,3,13,212,1,236,2,2,2,3,37,2,83,1,1,2,1,1,1,1,2,1
"1428",1428,0,NA,1,24,1,5,1710,1,1,1,1,4,6,17,2,1367,1,4,1,1,1,1,1,9,2
"1429",1429,1,NA,1,33,1,1,1,1,168,2,1,1,5,68,2,1,1,4,1,1,1,1,2,9,2
"1430",1430,0,NA,1,39,1,10,1364,1,1121,1,2,2,2,66,1,1271,9,2,2,1,1,1,3,6,1
"1431",1431,1,NA,1,24,1,13,1106,1,1,1,1,2,7,28,2,495,3,5,1,1,1,2,3,2,2
"1432",1432,0,NA,1,24,1,14,998,1,548,2,2,1,8,13,1,792,6,6,1,1,1,1,1,10,1
"1433",1433,0,NA,1,12,3,16,1170,1,754,2,2,1,8,16,2,453,2,1,1,1,1,1,1,11,2
"1434",1434,1,NA,1,24,4,9,571,1,220,2,1,1,3,27,2,87,2,5,1,1,1,1,1,10,2
"1435",1435,0,NA,1,31,1,13,811,1,722,2,1,1,2,30,1,1248,6,1,1,1,1,1,1,17,2
"1436",1436,1,NA,1,41,1,12,222,1,598,2,1,2,3,46,2,134,5,5,1,1,1,1,5,8,2
"1437",1437,1,NA,1,30,1,12,426,1,300,2,2,2,3,34,2,1,1,1,2,1,1,2,2,8,2
